0.205160 64.572690
34.538555 55.214314
34.565793 50.536502
36.789793 46.668552
34.566505 47.440624
39.299556 45.118549
36.157565 44.965386
35.461173 42.970510
37.115018 42.831662
35.720044 41.337504
34.727037 40.833927
36.431534 39.982144
37.507624 39.123024
34.849674 38.351962
32.721821 36.722206
32.937202 36.671370
34.406760 35.960521
35.918609 35.290699
30.808907 35.039386
31.832806 34.200383
30.734333 33.409713
32.382578 33.609795
33.720111 32.287939
29.290834 32.360280
31.153914 32.251170
29.895299 31.407504
27.895376 30.906243
27.952617 30.738529
29.899538 30.413661
27.684349 30.265881
28.651384 29.892681
31.462874 29.268798
27.709179 29.253335
31.726489 29.003177
27.503542 28.609508
27.255100 28.254111
22.555914 28.237603
26.368282 27.908112
24.273226 27.620748
25.689634 27.309236
28.467173 27.158834
23.320020 26.808662
24.869894 26.616153
25.499566 26.508746
26.668238 26.430246
25.402194 26.261770
25.559264 25.886738
27.349866 25.654795
25.442114 25.507867
25.207762 25.355048
25.190780 25.114716
25.106466 24.959390
24.280990 24.822660
26.206952 24.728672
25.111762 24.510033
23.241309 24.280551
23.691096 24.086634
22.343760 23.931786
23.056016 23.795161
21.773727 23.720990
23.446396 23.553557
21.860172 23.332657
21.128036 23.236371
22.441029 23.182152
21.963114 22.865858
22.962744 22.793687
24.719834 22.719375
20.899805 22.440368
22.724298 22.411214
20.626722 22.258390
24.073830 22.163583
23.294325 22.155663
20.465047 21.928020
21.280181 21.676446
22.881638 21.694093
22.951216 21.645414
22.122504 21.333797
24.104631 21.281282
24.148189 21.280370
19.117538 21.110260
22.754949 21.154273
20.651219 20.867566
21.897622 20.854920
18.294724 20.774172
21.299438 20.625963
19.955190 20.474003
21.482091 20.391219
23.081176 20.275044
16.939275 20.281116
22.248765 20.079000
22.442714 20.002178
20.858263 19.974560
18.883402 19.757744
18.485887 19.797928
18.805715 19.679769
21.602085 19.623436
20.149312 19.496952
17.971806 19.418837
19.170233 19.320737
17.734755 19.248555
22.164323 19.105373
18.942576 19.036730
18.040514 18.973810
17.378134 18.884653
19.653229 18.835875
22.703949 18.722158
20.262107 18.716408
16.523709 18.535318
20.874896 18.470190
20.622922 18.425613
21.812721 18.387439
20.251827 18.296269
19.290492 18.267009
19.155105 18.191118
19.548761 18.118892
20.094807 18.093096
18.673035 17.985149
17.899833 17.923408
19.904104 17.851922
18.462600 17.800004
17.105356 17.744395
17.640088 17.681379
16.891457 17.557827
18.012661 17.515761
15.307844 17.444622
15.183020 17.437732
19.286984 17.277263
16.123071 17.266040
19.199674 17.185977
16.079890 17.109229
20.323652 17.079993
17.007773 17.006277
17.512707 16.946140
17.872571 16.888334
20.416551 16.809863
15.382962 16.791123
18.223334 16.740062
15.217635 16.656556
17.668030 16.589526
15.526088 16.584730
17.057235 16.500555
17.846541 16.427066
15.219881 16.405830
15.987538 16.343274
15.032718 16.340891
17.020393 16.263728
13.196093 16.176254
16.957798 16.112672
14.360445 16.109013
17.996585 16.007299
15.796503 16.015131
15.420674 15.937859
12.589928 15.903328
16.652661 15.889168
14.465935 15.814101
17.437789 15.764780
17.837796 15.682182
13.556485 15.690179
16.552452 15.643795
17.628465 15.596027
15.772789 15.526189
17.444091 15.471044
17.785574 15.423337
13.808491 15.424869
16.174025 15.382691
14.821046 15.271621
16.086913 15.242208
15.964392 15.221389
13.458515 15.209846
15.350046 15.109397
11.124441 15.097199
13.670980 15.054100
15.142120 14.987960
14.006249 14.958382
16.250334 14.922216
15.267176 14.906241
14.908797 14.875459
14.372805 14.746625
15.952670 14.732220
12.743292 14.715873
10.967416 14.654896
16.665767 14.647038
15.811898 14.633016
14.965958 14.546544
15.293883 14.562570
13.674771 14.522319
12.555813 14.471397
17.307601 14.400692
13.655634 14.388653
13.570604 14.336198
13.795516 14.352154
11.239252 14.274648
15.017028 14.260916
14.091928 14.209280
12.129434 14.176034
14.770810 14.153531
15.400023 14.111536
13.521419 14.083792
14.201517 14.072593
14.402597 14.013149
12.739408 13.985192
13.069484 13.964412
13.377452 13.901484
15.099706 13.882826
14.693829 13.837724
13.553137 13.837715
13.697474 13.766222
14.875321 13.747007
15.460226 13.689520
13.905958 13.690745
17.251932 13.678546
13.092163 13.601629
14.034028 13.592051
11.831726 13.558286
13.661394 13.546822
11.461369 13.484556
13.348301 13.472966
10.729487 13.447807
13.719175 13.443061
13.497195 13.382544
12.120720 13.372136
14.206909 13.324050
12.662222 13.311082
13.717672 13.245609
14.272261 13.252939
11.758468 13.240446
12.880195 13.176983
12.246380 13.170365
13.594522 13.127078
11.046593 13.096020
11.775444 13.075389
11.770172 13.027265
10.474279 13.021174
8.522858 12.982595
13.373867 12.975120
10.623138 12.958479
11.524947 12.900697
12.850009 12.892134
13.552840 12.848483
13.663362 12.819775
12.473281 12.789205
11.753581 12.770592
13.040242 12.772349
12.728099 12.722631
13.718809 12.710836
13.822703 12.685586
11.268189 12.634666
13.732132 12.616088
15.218436 12.596635
12.816243 12.604774
11.781196 12.551932
11.737152 12.529823
10.058607 12.528311
10.009870 12.492751
14.148008 12.455002
12.869986 12.440935
11.337737 12.411187
10.265334 12.388308
12.073713 12.368891
13.487081 12.352555
12.142275 12.328274
11.638025 12.294435
12.250987 12.265775
12.167740 12.242079
13.836482 12.232916
13.728151 12.213391
8.722953 12.180301
13.397524 12.157935
13.378578 12.138910
12.262843 12.125575
11.626655 12.091562
12.484853 12.060889
13.222611 12.060497
12.923246 12.040469
12.949237 11.987519
10.892725 11.981217
12.266228 11.967765
11.341632 11.970038
12.370648 11.924985
12.722502 11.899459
11.294112 11.898565
10.481084 11.871489
13.311572 11.837174
13.710567 11.801883
13.556346 11.796591
7.022500 11.769045
11.782277 11.766199
13.100390 11.741216
12.571528 11.725310
11.017855 11.702174
10.309558 11.681353
12.690348 11.650083
12.024916 11.643813
10.714796 11.638356
10.070541 11.589649
13.648036 11.576907
10.718557 11.558645
11.507462 11.542042
11.294560 11.524356
11.542281 11.499559
